# Chunk-averaged data for fix bin1 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount vx vy vz c_peratom[1] c_peratom[2] c_peratom[3] temp
0 92 43672908
  1 18.084 503691 0.00287535 -0.00419234 7.41309 -2.39485e+06 -2.39298e+06 -7.49468e+06 4153.69
  2 38.409 559765 0.00100784 -6.69571e-05 7.44458 -4.45038e+06 -4.45122e+06 -1.20228e+07 4443.15
  3 58.734 553818 -0.00154415 -0.000829798 7.2672 -4.27332e+06 -4.27398e+06 -1.19261e+07 4813.32
  4 79.059 498978 -0.00108375 0.00364581 2.19324 -1.23784e+06 -1.23739e+06 -3.64531e+06 1805.98
  5 99.384 470404 0.000208257 -0.00233405 -0.00395429 3381.12 3905.77 7458.08 300.548
  6 119.709 471020 -0.000701254 -0.00165997 -0.00824596 4615.65 4697.67 9673.34 299.745
  7 140.034 491716 0.000306669 0.00302581 0.015816 -7564.91 -7822.19 -16341.4 300.325
  8 160.359 470864 -8.02973e-05 0.000286454 -0.00378936 1670.96 2384.94 3751.25 300.238
  9 180.684 470410 0.000622487 -0.00173 -0.00180652 1626.02 1954.74 3046.67 300.524
  10 201.009 485739 -0.000642797 0.00016994 0.0178352 -10177.5 -10236.6 -22117.9 300.86
  11 221.334 477451 0.00322884 -0.00289861 -0.014351 8919.29 9151.9 19244 300.31
  12 241.659 470400 0.00306629 -0.000951679 -0.0052289 1261.51 1324.51 2957.54 300.133
  13 261.984 472644 0.000780287 -8.94579e-05 -0.00127883 2174.99 1077.95 3348.57 300.071
  14 282.309 490458 -0.00143696 -0.000455118 0.00240819 329.166 110.962 -70.2675 299.952
  15 302.634 470498 -0.00146957 -0.000138566 -0.00413285 1497.95 1445.5 2474.33 299.294
  16 322.959 470433 0.000120351 -0.00231056 -0.00127586 -725.796 67.5922 -1084.21 299.793
  17 343.284 489008 -0.00122816 0.000900517 -0.0020453 -371.011 -623.729 -942.977 299.7
  18 363.609 474159 -0.00114276 -8.63093e-05 -0.000583534 593.604 393.571 1028.31 300.313
  19 383.934 470400 0.000597024 -9.31443e-05 0.000743207 -535.86 -397.596 -1260.39 300.129
  20 404.259 475982 0.000983191 0.000679855 0.00103009 -625.105 123.482 -84.1584 300.438
  21 424.584 487206 -0.0012432 -0.00154919 0.000942504 -629.005 308.171 -769.637 299.621
  22 444.909 470412 0.00204974 0.00184815 0.00192064 -641.025 -61.1323 -1143.7 300.327
  23 465.234 470617 0.00132746 0.00111154 -0.00250796 1064.59 -24.7036 977.348 300.022
  24 485.559 491354 -0.000651482 0.000633993 -0.00308209 193.513 462.634 420.257 299.773
  25 505.884 471629 0.00237927 -0.000857605 -0.000124857 649.975 2301.53 3028.61 300.091
  26 526.209 470401 0.000625196 0.00108447 -0.00211365 340.636 276.81 383.174 300.166
  27 546.534 480861 0.00101396 0.00319963 9.80728e-05 595.921 71.9615 1093.63 300.337
  28 566.859 482338 0.000814083 -0.000174585 -0.00170924 1746.38 2062.19 3886.2 299.962
  29 587.184 470400 0.000834391 0.0027022 0.000778372 -85.3208 13.2736 -285.903 299.822
  30 607.509 471285 -0.000406342 -0.000285842 -0.000352676 2066.54 1331.43 3551.22 300.212
  31 627.834 491556 0.00131519 0.00113473 -0.00176495 33.7823 -760.708 -1226.35 299.951
  32 648.159 470759 0.000502724 -9.84513e-06 0.00117647 -806.968 403.996 -159.182 299.924
  33 668.484 470407 0.0016238 0.00234738 0.00288988 1900.47 1999.33 3502.19 299.797
  34 688.809 485778 -0.000786185 -0.00102984 0.00119795 1136.68 232.548 310.546 299.863
  35 709.134 477415 -0.00264084 -0.000789499 0.000533717 -1323.1 -682.053 -1808.42 300.19
  36 729.459 470400 0.00117616 -0.000178311 0.000787549 701.44 501.282 1121.04 299.891
  37 749.784 473066 -0.0031302 0.00207823 0.000887373 1303.13 877.392 2177.96 299.945
  38 770.109 490066 -0.00124524 0.00289658 0.00163365 1347.37 1447.88 2425.73 300.904
  39 790.434 470468 0.000730758 0.000754851 -0.00339952 272.018 326.147 384.798 299.887
  40 810.759 470129 -0.00345758 0.000261312 0.000894894 -1064.63 -652.286 -3481.75 299.951
  41 831.084 486895 -0.00059551 0.00155739 -0.00022344 2323.16 3231.58 2626.52 300.31
  42 851.409 470311 0.00264291 0.00050694 -0.00392312 2071.14 2555.81 1522.5 299.84
  43 871.734 469573 0.000190434 -0.00123443 0.00352941 488.86 257.815 -668.204 300.148
  44 892.059 477239 0.00143273 -0.00123447 -0.00261318 -512.017 -1141.11 -1829.16 300.497
  45 912.384 485954 0.000771182 0.00155265 -0.000771299 535.415 578.378 1180.1 300.445
  46 932.709 470407 -0.00220183 0.000638531 0.000664168 65.2315 100.752 -58.5792 300.215
  47 953.034 470783 0.00160858 0.00159043 0.00045237 -946.39 -1576.63 -3285.4 299.496
  48 973.359 491555 -0.0024011 -0.00110384 -0.00250243 169.584 -697.853 -1118.38 300.546
  49 993.684 471262 0.00216216 0.00168963 -0.00156765 816.026 752.909 2035.52 299.884
  50 1014.01 470402 -9.50586e-05 0.00224677 -0.00284114 593.129 334.5 1105.34 300.053
  51 1034.33 482617 -0.000775027 -0.00101458 -0.00155362 393.206 -848.973 -630.672 300.013
  52 1054.66 480580 0.000937478 -0.00106048 -0.000579281 750.951 34.2555 595.863 300.23
  53 1074.98 470401 0.00208172 -0.00187695 -0.000376936 439.461 -494.009 -511.599 299.96
  54 1095.31 471825 -0.00073966 -0.000409357 -0.000834169 480.318 321.814 1481.29 300.518
  55 1115.63 491194 0.000903178 -0.00408666 -0.00263501 -525.279 -657.477 -2043.38 300.024
  56 1135.96 470581 -0.00211682 -0.000279192 0.0017833 1033.73 1356.79 1951.06 299.509
  57 1156.28 470414 -0.00397132 -0.000672943 -0.00101833 -279.63 240.052 -307.518 299.942
  58 1176.61 487629 -0.00147774 -0.000204252 0.0021927 -962.18 -770.434 -1919.3 300.063
  59 1196.93 475557 0.00133621 -0.002425 0.000503338 1452.04 1187.12 2749.16 300.012
  60 1217.26 470400 -1.632e-05 0.00162059 6.40924e-05 -1453.19 -659.616 -1995.4 299.677
  61 1237.58 474579 0.00272492 -0.000177171 0.000705585 -1395.5 -2341.43 -4190.58 300.063
  62 1257.91 488589 -0.0011868 -0.00187655 0.00293443 -1033.67 -1135.54 -2255.32 300.287
  63 1278.23 470432 -0.00223339 -0.000850183 -0.000445565 -1688.49 -1991.73 -3944.61 299.837
  64 1298.56 470537 0.000325264 0.00364814 -0.000325748 1223.83 1646.58 3042.33 300.433
  65 1318.88 490832 0.00115252 -0.00336463 0.00145918 1098.4 1087.91 2194.7 300.089
  66 1339.21 472231 0.000962324 0.000518286 -0.00467305 -265.727 16.3677 -230.897 300.393
  67 1359.53 470400 -0.000826646 0.00290407 0.000132045 -1432.41 -546.452 -1787.36 300.235
  68 1379.86 479370 -0.000460573 0.000245806 -0.000227038 -523.919 123.015 -418.115 300.293
  69 1400.18 483829 0.00178448 -0.000172681 -0.000875791 -513.525 -1333.42 -2167.19 300.063
  70 1420.51 470401 -0.00047963 -0.00086652 0.00085155 538.355 1286.46 1457.18 299.604
  71 1440.83 471035 -0.00115056 -0.00137477 0.000812427 33.1156 354.043 399.946 299.293
  72 1461.16 491650 -0.00112876 -0.000716199 0.000409563 -601.118 -970.522 -2394.45 299.945
  73 1481.48 470915 -0.0032746 -0.000365337 0.00162683 -2526.41 -3075.46 -6622.62 299.91
  74 1501.81 470402 -0.00133308 2.41494e-06 0.0011791 -781.545 -390.971 -1094.88 300.235
  75 1522.13 485273 -0.00123666 -0.00133219 0.000408557 -309.038 -223.133 -331.791 300.344
  76 1542.46 477925 -0.00289398 -0.00124495 -0.00156399 -1704.86 -1743.09 -3571.33 299.505
  77 1562.78 470400 -0.000843937 0.00266566 9.99759e-05 2642.09 1991.11 4388.68 300.22
  78 1583.11 472802 0.00154703 0.00273168 0.00086828 667.799 860.36 1935.33 299.791
  79 1603.43 490304 0.00140187 -0.00178863 0.0041173 -502.268 -548.776 -1436.69 300.082
  80 1623.76 470494 0.00248784 0.000437328 0.0056838 4343.22 5222.18 10312.6 300.253
  81 1644.08 470438 -0.000528011 -0.000736209 0.000440622 -2330.44 -1587.1 -5473.4 299.917
  82 1664.41 488550 -0.000362528 -0.00123511 0.0118684 6711.33 6773.21 14253.4 300.746
  83 1684.73 474612 0.0004082 0.00170467 -0.00777648 -2846.42 -3523.44 -7348.56 300.754
  84 1705.06 470400 0.0020489 -0.00301156 -0.021128 -10395.8 -10739 -21407.7 300.694
  85 1725.38 476241 5.68464e-05 -0.000811014 0.0140816 7942.07 8084.21 16177.5 299.863
  86 1745.71 486943 -0.0013397 0.000643913 0.000769731 1864.33 2817.39 5028.23 300.15
  87 1766.03 470416 0.00105118 0.00215272 -0.00624827 -2709.74 -2868.59 -5791.58 300.405
  88 1786.36 470652 0.00184057 0.00214408 0.00919867 3265.07 3032.55 5844.04 300.192
  89 1806.68 491089 -0.00338996 -0.00110461 -0.00293513 133.452 85.2243 -1116.74 301.076
  90 1827.01 471859 -0.00051104 -0.00110783 0.0197803 -14280.4 -14409.2 -29673.9 302.788
  91 1847.33 470417 0.00378084 -0.00196217 -0.0186785 12063.8 10938 13339.9 303.916
  92 1867.66 78927 0.00366686 0.00537144 -0.0373073 650453 649297 -2779.71 303.006
1600 92 43672908
  1 20.9865 503457 0.00404517 -0.00568722 7.45748 -2.36923e+06 -2.36638e+06 -7.38893e+06 4201.94
  2 41.3115 559999 0.00150021 0.000951856 7.47986 -4.49983e+06 -4.50201e+06 -1.2118e+07 4434.45
  3 61.6365 559619 -0.00148254 -0.00112532 7.72362 -4.54772e+06 -4.54778e+06 -1.24218e+07 4951.4
  4 81.9615 538244 -0.00203032 0.00317072 6.96486 -4.09073e+06 -4.09021e+06 -1.15403e+07 4794.49
  5 102.286 492537 -0.000292225 -0.00180634 1.66435 -992497 -990752 -2.85497e+06 1308.16
  6 122.611 472490 0.00138831 0.0010529 0.00276045 16.9041 -44.5972 -509.67 300.161
  7 142.936 490601 -0.00159868 0.00127028 0.00655754 -3280.29 -3174.5 -6555.7 300.465
  8 163.261 470509 0.00169337 -0.000347121 -0.0221281 12181.6 11988.9 24624.4 300.565
  9 183.586 470425 -0.000154627 -0.00169878 -0.00165079 1065.05 1376.25 2136.63 300.783
  10 203.911 487754 0.00134563 -0.00114458 -0.00247069 2769.75 2137.2 5375.82 300.491
  11 224.236 475421 0.000551465 -0.00249981 0.0363661 -22224.5 -22258.3 -48821.9 301.23
  12 244.561 470401 0.00497149 -0.00121967 -0.0146755 9843.84 9220.45 20652.7 299.664
  13 264.886 475493 0.000298497 -0.00111735 -0.00214695 2523.37 2132.87 4837.5 300.912
  14 285.211 487688 -0.00109201 0.000755547 2.12715e-05 -1031.38 -1131.35 -2604.78 300.309
  15 305.536 470418 -0.00363401 0.00147661 -0.00179886 473.539 -209.713 -632.13 299.924
  16 325.861 470573 -0.000567188 -0.00512554 -0.00400018 1155.19 959.717 2356.53 300.609
  17 346.186 491147 0.000379501 0.00282165 0.000865864 -422.722 -266.085 -755.348 300.2
  18 366.511 471880 -0.00125873 4.51927e-05 -0.00225833 1503.04 1394.39 2528.85 300.703
  19 386.836 470400 -0.000621036 -0.00143245 0.000450684 168.761 -77.6214 -108.302 299.695
  20 407.161 480436 0.000672007 0.00167283 0.00241455 -823.638 -118.063 -1498.53 300.597
  21 427.486 482764 -0.000984066 -0.000575516 -0.000415097 -426.744 1196.11 579.819 299.836
  22 447.811 470400 0.00319503 -0.00162428 0.000245631 -1076.47 -1831.3 -3266.8 300.342
  23 468.136 471270 0.00213609 0.00468421 -0.000489294 -301.197 -855.889 -1540.32 300.598
  24 488.461 491548 -0.00151686 -0.00138921 -0.000799728 1997.94 2396.94 4224.4 299.997
  25 508.786 470782 0.00125899 0.000232686 -0.00261709 -426.36 1005.78 558.188 300.118
  26 529.111 470403 0.0041771 0.00191806 -0.00036519 776.885 112.703 188.929 299.52
  27 549.436 485540 -0.00240306 0.00141463 -0.00109076 1837.77 2052.53 4028.96 300.462
  28 569.761 477657 0.00213519 0.00153846 0.00081595 424.581 737.077 1457.95 300.144
  29 590.086 470400 -0.000878677 0.00222134 -0.00197314 1568.98 1830.36 3479.73 299.955
  30 610.411 473020 0.00122005 0.000416139 -0.00142632 -266.556 -1566.44 -1801.52 299.62
  31 630.736 490113 0.00243746 0.00148063 -0.000808629 1596.04 1314.41 2587.7 299.866
  32 651.061 470467 0.000226581 -0.00171636 0.00306948 1737.78 2021.49 3739.88 300.281
  33 671.386 470439 0.00166202 0.00189902 0.000215836 129.066 686.285 321.436 300.264
  34 691.711 489285 -0.0027039 -0.0030054 0.00136541 -7.9026 16.3296 -1014.8 300.121
  35 712.036 473876 -0.00286839 0.00174699 0.000661446 175.185 -107.808 546.954 300.608
  36 732.361 470400 0.00268896 0.00108672 0.0024871 52.1206 110.17 155.62 299.998
  37 752.686 476375 -0.00260695 0.00227797 0.00220523 1111.01 1067.29 2662.19 300.15
  38 773.011 486811 -0.00130904 0.00259359 -0.0018696 -110.325 -259.207 -543.468 300.794
  39 793.336 470414 -0.00200523 -0.00187097 -0.00236568 220.838 -0.322839 190.268 300.229
  40 813.661 470038 -0.000267127 0.00233286 0.000271931 1869.77 2501.27 3111.84 299.995
  41 833.986 488498 -0.00177244 0.00105315 0.000619881 972.429 810.855 -3069.85 300.439
  42 854.311 468501 0.00090561 0.00109199 -0.000740982 3301.9 3591 3035.02 299.757
  43 874.636 469871 0.00248919 -0.0021706 -0.00299466 1356.15 1334.52 1612.84 300.717
  44 894.961 481856 0.00154289 -0.000801865 0.000886289 -543.274 -596.605 -1612.05 300.297
  45 915.286 481343 -0.000912043 0.00160387 -0.000483289 -627.717 44.7852 -0.736455 300.809
  46 935.611 470401 0.0027743 0.00219094 -0.00122886 827.82 -446.515 176.903 300.397
  47 955.936 471648 -0.00221106 0.000438262 -0.00175268 -774.171 -571.5 -1416.66 300.236
  48 976.261 491324 -0.00212144 -0.00100498 0.000415358 -609.067 -1233.77 -2425.25 299.946
  49 996.586 470628 0.00137434 0.000832702 -0.000746249 53.5301 -110.661 -186.921 300.069
  50 1016.91 470412 0.00114629 0.000362752 -0.00323052 1001.73 656.898 1595.89 300.477
  51 1037.24 487187 -0.000187857 0.00206607 -0.00161844 693.042 -307.512 -114.599 300.311
  52 1057.56 476001 0.00165763 -0.0022148 0.00018291 787.93 3.35793 662.574 300.085
  53 1077.89 470400 0.000702525 0.000376732 -0.00199057 1360.42 1057.24 2443.04 300.279
  54 1098.21 474142 -0.00071489 -0.00404101 -0.00155084 -1484.01 -1159.81 -2491.24 300.118
  55 1118.54 489018 -0.00044616 -0.00405237 0.000265646 1698.3 1810.24 2905.88 300.064
  56 1138.86 470440 -0.00240124 0.000213193 5.7375e-05 -302.742 58.0213 -511.973 300.015
  57 1159.19 470497 -0.0032476 -0.000839897 -0.000438481 621.667 -20.8252 119.249 300.238
  58 1179.51 490299 -0.000977213 0.000257857 0.00210812 728.332 1729.96 2200.46 299.965
  59 1199.84 472804 0.00118303 -0.000684486 0.000166741 -757.544 -1681.14 -2163.41 299.874
  60 1220.16 470400 0.00259303 0.000408401 -0.00339305 -224.307 -480.521 -593.532 300.105
  61 1240.49 478465 -0.000755552 -0.00192776 0.00228681 -329.462 -916.939 -1920.88 299.879
  62 1260.81 484729 -0.00119518 -5.58377e-05 0.000606549 -1469.92 -2005.76 -4352.04 300.965
  63 1281.14 470406 9.21762e-06 0.000169962 0.00331152 -446.064 -164.49 -1595.34 299.989
  64 1301.46 470939 -0.000647927 0.00152787 0.00270403 -1088.11 -317.461 -1053.06 300.058
  65 1321.79 491661 -0.000471001 -0.00300821 -0.00285829 463.425 235.652 -39.577 300.443
  66 1342.11 471000 0.00227755 0.00243791 -0.00135633 -514.086 662.668 257.688 300.462
  67 1362.44 470403 -0.00117552 0.00334473 -0.00248408 470.762 1386.56 1900.9 300.402
  68 1382.76 484081 0.000671674 -0.000597311 -0.000906193 -1203.44 -1225.94 -2475.9 300.685
  69 1403.09 479115 0.000203181 -0.000294775 0.00132559 819.407 470.128 1381.99 300.526
  70 1423.41 470401 -0.00134341 -0.000238324 0.000736019 19.9933 464.192 40.6207 299.79
  71 1443.74 472409 0.00029786 -0.00267453 -0.000632598 -285.582 -670.201 -565.282 299.799
  72 1464.06 490669 -0.000346795 7.71949e-07 -0.000915622 -1345.03 -800.996 -3189.34 300.029
  73 1484.39 470522 -0.00446987 -0.00146961 0.00030574 -500.652 -562.173 -1279.91 299.803
  74 1504.71 470426 -0.000135968 0.00112726 0.00527144 -2127.85 -2332.14 -4982.86 300.757
  75 1525.04 488992 -0.00141824 -0.00245969 -0.00313913 -180.808 -279.496 -1275.89 300.93
  76 1545.36 474182 -0.00346731 -0.000190878 0.00263471 70.2539 -433.273 32.7298 300.355
  77 1565.69 470400 -6.11945e-05 0.00278379 0.000490467 2232.15 1477.56 3089.21 299.807
  78 1586.01 475780 0.00162094 0.00117284 0.00141695 1496.27 1315.5 2881.44 299.936
  79 1606.34 487398 -0.001475 -0.00141061 0.0071471 3248.09 3004.02 7094.05 300.25
  80 1626.66 470422 0.00312774 -0.00154601 0.00230756 -1877.61 -639.037 -3287.36 300.288
  81 1646.99 470552 -0.000673449 0.000301081 0.0091591 5871.84 6094.65 12317.6 300.666
  82 1667.31 491006 0.00191539 0.00131919 -0.000460576 -634.477 -1147.15 -2309.64 300.737
  83 1687.64 472042 0.000149193 0.000699156 -0.0207259 -10550.1 -10556.2 -21689.8 300.986
  84 1707.96 470400 0.0018544 -0.0034067 0.00958866 4537.84 4937.12 9340.95 300.091
  85 1728.29 479805 0.000152264 -0.000924956 0.00927423 6511.89 6504.3 13860.1 300.152
  86 1748.61 483393 -0.000270527 0.00233115 -0.00831294 -4084.37 -3621.45 -7582.76 300.39
  87 1768.94 470402 -0.000428228 0.00163595 -0.00681021 -1510.64 -1745.57 -3827.17 299.871
  88 1789.26 471205 0.00120417 0.00109433 0.00631211 2755.5 3131.76 5083.16 300.28
  89 1809.59 491627 -0.0024072 -0.000505857 -0.00266831 -2363.07 -2787.29 -5036.29 301.4
  90 1829.91 470768 0.00170328 -0.000813087 -0.0128536 5208.97 4443.94 11962.4 301.259
  91 1850.24 475963 0.00219985 -0.00166897 0.0139495 83426 82291.3 -27836.5 306.366
  92 1870.56 6181 -0.014684 -0.0139184 -0.327313 1.50619e+06 1.50739e+06 -84282.5 298.168
2000 91 43672908
  1 23.784 503456 0.0080179 -0.0123672 7.50236 -2.40493e+06 -2.40094e+06 -7.42694e+06 4251.47
  2 44.109 559736 0.000554039 0.00368649 7.46135 -4.5027e+06 -4.50547e+06 -1.19839e+07 4403.8
  3 64.434 549678 -0.00216815 -0.00190622 7.5981 -4.54503e+06 -4.54429e+06 -1.22297e+07 4665.97
  4 84.759 548267 -0.000366796 0.00426729 7.52227 -4.45714e+06 -4.45654e+06 -1.21753e+07 4918.07
  5 105.084 557116 -0.000968541 -0.00148264 6.99341 -4.04226e+06 -4.04168e+06 -1.15264e+07 5003.46
  6 125.409 473507 -1.59277e-05 -0.000290501 0.975709 -636340 -637160 -1.76683e+06 713.728
  7 145.734 491300 -0.00107075 0.00127597 -0.00471642 2948.35 3470.99 6082.13 300.091
  8 166.059 471596 0.00105031 3.79349e-05 -0.0156499 7847.35 7914.69 15810.2 300.593
  9 186.384 470400 0.00150273 -0.000479852 0.0217104 -10722.9 -10470.1 -22329.6 300.755
  10 206.709 482257 0.00171995 -0.00364971 0.00535742 -4377.77 -4251.75 -9374.49 300.564
  11 227.034 480942 0.00088063 -0.00191774 -0.0139424 8241.53 7800.05 17276.8 300.203
  12 247.359 470401 0.0034421 0.00108213 0.0136405 -7058.07 -7393.98 -15942.2 299.937
  13 267.684 471555 0.00125922 -0.002918 -0.0103729 4600.76 5639.17 10603.1 300.179
  14 288.009 491388 -0.00173851 0.00113357 -0.00318723 1254.06 567.853 2036.13 300.051
  15 308.334 470657 -0.00384581 -0.000980077 0.00042113 -940.439 -1234.16 -2954.59 299.672
  16 328.659 470416 -0.000445079 -0.00156097 -0.00238971 1155.77 1122.94 2331.91 300.228
  17 348.984 486522 0.000148085 0.000671983 -0.00119283 756.646 684.442 1334.93 300.032
  18 369.309 476662 0.000320173 0.00303119 -0.000236259 408.259 902.204 1242.75 300.425
  19 389.634 470400 -0.000479616 -0.000622055 -0.00127414 478.764 725.906 1630.84 299.911
  20 409.959 473562 -7.23281e-05 -0.00277363 0.00139035 -899.894 364.269 -286.349 300.389
  21 430.284 489604 0.000993725 0.000723087 -0.000214039 -962.081 -1187.63 -2846.05 300.082
  22 450.609 470434 0.00222871 -0.000606322 -0.00141344 246.911 -735.363 -782.24 300.464
  23 470.934 470471 0.00026997 0.00390666 0.00376215 -430.413 -266.616 -314.29 299.857
  24 491.259 490184 -0.00238835 -0.000917015 -0.001398 -395.634 95.9101 -604.321 300.471
  25 511.584 472945 0.00268254 0.00250722 -0.00131186 511.132 702.355 1717.85 300.616
  26 531.909 470400 0.00288901 -0.000633531 -0.00209565 1869.44 1667.4 3543.5 300.372
  27 552.234 477534 -0.00170292 0.000739076 0.000621678 1248.98 1079.99 1908.79 299.908
  28 572.559 485656 0.00228091 0.00253765 -9.83658e-05 1195.06 1081.48 2379.75 300.087
  29 592.884 470410 0.00104153 0.00231831 -0.00262727 450.615 200.236 323.193 300.145
  30 613.209 470766 0.00180619 0.00173967 -0.000528251 1042.03 -221.165 1279.83 299.678
  31 633.534 491605 -0.00179841 -0.000680582 0.00186429 2375.47 2326.51 4415.38 299.534
  32 653.859 471229 0.000854829 0.000547192 5.69812e-06 717.948 769.56 1851.89 300.163
  33 674.184 470400 0.00270807 -0.00116663 -2.23632e-05 -29.2886 576.292 -14.7197 300.138
  34 694.509 482426 -0.00302961 -0.000262925 -0.000158571 188.292 637.423 1276.59 300.16
  35 714.834 480774 -0.000379994 0.00185592 0.00182493 867.569 -392.138 318.242 300.456
  36 735.159 470400 0.000259059 0.000181363 0.00300643 -133.779 1264.36 1171.53 300.078
  37 755.484 471745 -0.00314014 0.00206202 1.1074e-05 -188.572 -784.763 -1455.75 300.091
  38 775.809 491246 0.000795714 0.000993402 -0.00147642 -691.662 -504.356 -1747.98 301.039
  39 796.134 470609 -0.00391888 0.000637928 0.000280972 1128 1228.93 3192.74 300.084
  40 816.459 469514 -0.00073721 0.000977851 -0.00240809 1597.1 1951.32 893.559 300.225
  41 836.784 484313 -0.000620237 0.00179052 0.00231992 2922.36 2754.97 347.202 299.886
  42 857.109 472969 0.000998021 -0.000956485 -0.00113067 1585.6 1089.61 -1988.32 300.346
  43 877.434 470112 0.00292814 -0.00109681 -0.0025197 1710.69 1673.06 2219.77 300.448
  44 897.759 474440 0.00146027 0.00142871 -0.000664244 35.0424 1072.65 1271.04 300.044
  45 918.084 488738 -0.000725215 0.000543182 -0.000437405 -819.488 -899.584 -2058.38 300.502
  46 938.409 470422 0.000824435 0.00200789 -0.00197323 166.186 -183.991 -335.277 300.112
  47 958.734 470545 -0.00149042 -1.88193e-05 -0.00075695 -287.794 -692.34 -498.473 300.026
  48 979.059 490891 -0.000843829 -0.00104334 0.000963564 -602.126 -1594.14 -2858.67 300.031
  49 999.384 472164 0.00187797 0.00137383 -0.00252734 -608.756 34.4618 -893.186 300.673
