# Chunk-averaged data for fix bin1 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount vx vy vz c_peratom[1] c_peratom[2] c_peratom[3] temp
0 92 43672908
  14 399.339 571425 0.0154033 -0.0395264 7.25652 -7.54078e+06 -7.5966e+06 -1.02949e+07 4889.94
  15 419.664 558036 0.0187247 0.0186214 6.83703 -5.69081e+06 -5.64712e+06 -1.01253e+07 4302.72
  16 439.989 547523 -0.0100146 0.0182158 6.52196 -4.30532e+06 -4.28252e+06 -9.9746e+06 3811.89
  17 460.314 545383 -0.0048701 0.0020101 6.44451 -3.95284e+06 -3.95217e+06 -9.93344e+06 3674
  18 480.639 544613 0.00140737 0.000346804 6.4165 -3.91493e+06 -3.91606e+06 -9.89878e+06 3631.84
  19 500.964 544873 -0.000669434 0.000854039 6.41681 -3.9109e+06 -3.91032e+06 -9.89431e+06 3624.62
  20 521.289 544913 0.000146259 0.00338093 6.41313 -3.90874e+06 -3.90908e+06 -9.88988e+06 3616.18
  21 541.614 544827 -0.00266643 -0.000363736 6.41468 -3.91007e+06 -3.90907e+06 -9.89693e+06 3612.32
  22 561.939 544039 0.00382344 0.000510347 6.40187 -3.90451e+06 -3.90466e+06 -9.87946e+06 3599.18
  23 582.264 545047 -0.00262794 0.00323101 6.39885 -3.90078e+06 -3.90097e+06 -9.86694e+06 3592.68
  24 602.589 545865 -0.000543349 -0.00112771 6.39126 -3.89587e+06 -3.89598e+06 -9.85779e+06 3584.11
  25 622.914 542167 -0.00151923 -0.00125419 6.3819 -3.88758e+06 -3.88753e+06 -9.83321e+06 3576.6
  26 643.239 545617 -0.000740001 0.00110447 6.37944 -3.88758e+06 -3.88635e+06 -9.83587e+06 3573.44
  27 663.564 546864 -0.00120425 0.00152319 6.37109 -3.88247e+06 -3.88253e+06 -9.8303e+06 3569.48
  28 683.889 539764 0.00213 0.000624512 6.35263 -3.86927e+06 -3.86885e+06 -9.8002e+06 3550.38
  29 704.214 544005 9.21399e-05 7.70413e-05 6.30707 -3.83695e+06 -3.83644e+06 -9.71267e+06 3510.54
  30 724.539 548462 7.29819e-05 0.00535884 6.224 -3.77885e+06 -3.77949e+06 -9.56001e+06 3435.63
  31 744.864 541197 0.00251231 -0.00101268 6.09962 -3.68e+06 -3.68024e+06 -9.29604e+06 3324.33
  32 765.189 537679 -0.00094187 0.000838353 5.92218 -3.54637e+06 -3.546e+06 -8.93215e+06 3174.4
  33 785.514 537279 0.00341842 0.000879416 5.72281 -3.40951e+06 -3.40893e+06 -8.56524e+06 3014.09
  34 805.839 536931 0.00386516 -0.00218296 5.593 -3.31113e+06 -3.31143e+06 -8.33694e+06 2919.66
  35 826.164 536057 0.000732995 0.000609564 5.61567 -3.30152e+06 -3.30226e+06 -8.382e+06 2966.35
  36 846.489 534355 0.000256277 -0.00221374 5.60234 -3.28083e+06 -3.28053e+06 -8.46379e+06 2980.26
  37 866.814 535630 -0.00176323 -0.000929228 5.71891 -3.3348e+06 -3.33496e+06 -8.69486e+06 3124.1
  38 887.139 516649 -0.00194678 -0.000709322 4.07633 -2.42276e+06 -2.42305e+06 -6.34981e+06 2154.18
  39 907.464 513453 0.000780859 -0.0020272 3.24576 -1.87375e+06 -1.87349e+06 -5.0438e+06 1934.23
  40 927.789 471929 -0.000339305 -0.000790807 0.00219228 -906.689 -552.623 -1077.89 300.235
  41 948.114 470401 0.00452346 1.57281e-05 0.00254003 1862.02 2080.14 4458.84 300.001
  42 968.439 479397 -0.00152401 -0.00257573 0.00471957 6222.69 6365.33 13468.7 299.784
  43 988.764 483799 -0.00225092 0.00172564 -0.00873277 -4398.11 -5632.24 -10884.4 300.696
  44 1009.09 470403 -0.000527557 -0.000921456 -0.00554807 -2366.67 -1481.93 -4604.22 300.32
  45 1029.41 471117 -0.000472931 -0.0024374 0.00196947 2005.37 798.641 3345.07 300.621
  46 1049.74 491563 -0.000203877 0.00185692 0.0125083 5843.16 5927.9 12399.2 300.065
  47 1070.06 470920 -0.00384971 0.000678463 -0.00175869 -956.427 -842.238 -1697.06 300.492
  48 1090.39 470402 0.00147745 0.00182349 -0.00226359 -2780.58 -2317.42 -6029.92 299.996
  49 1110.71 485343 1.82165e-05 0.00158026 -0.000286595 300.941 -1142.56 -1440.35 300.167
  50 1131.04 477855 -0.00109863 0.0018982 0.00124433 1531.8 2422.1 3714.51 299.776
  51 1151.36 470400 0.000605426 -0.000929362 0.00246659 2475.94 2955.74 5618.09 300.327
  52 1171.69 472750 0.000849779 -0.00160376 -0.00483916 -2048.29 -1681.96 -4391.4 299.902
  53 1192.01 490375 -0.00117468 -0.000619516 -0.0150111 -6003.66 -5372.04 -12264.7 300.117
  54 1212.34 470475 -0.000475719 -0.000774449 0.00775565 5665.76 5657.27 11642.1 300.109
  55 1232.66 470430 -0.00228321 0.000246121 0.0182997 10823.9 11082.6 23166.8 300.075
  56 1252.99 489758 -0.00300359 -0.00193893 -0.0377764 -18948.4 -19118.4 -41400.7 300.512
  57 1273.31 473412 0.000784388 0.00295402 0.0246145 15273.5 14386.6 32184.7 299.718
  58 1293.64 470400 0.000334723 0.0028162 0.000585698 439.273 169.957 340.963 300.698
  59 1313.96 476026 0.00139721 0.000154864 -0.00896715 -3925.25 -4320.48 -8110.2 300.634
  60 1334.29 487149 -0.00153598 -0.0008216 0.00399557 715.922 634.243 639.682 300.515
  61 1354.61 470425 -0.00291385 -0.000357325 0.00405468 1404.85 1457.56 2226.74 300.063
  62 1374.94 470639 0.00107859 1.91667e-05 -0.00231937 -2661.31 -2728.23 -5936.6 300.556
  63 1395.26 491540 -0.000560563 -0.000848617 -0.012378 -5918.88 -6855.12 -13339.7 300.295
  64 1415.59 471421 0.00103636 -0.0010168 0.0152426 8350.84 8078.89 16695.9 300.291
  65 1435.91 470402 -0.000355418 1.44027e-05 -0.00833001 -835.307 -1989.56 -3036.58 300.141
  66 1456.24 481333 -0.00175242 0.00159927 -0.000157551 -322.596 268.555 269.68 299.786
  67 1476.56 481865 0.000413121 -0.000110675 0.00370536 1757.25 1131.28 2545.38 300.06
  68 1496.89 470400 0.00103199 0.00183511 -0.00436733 -412.441 -960.163 -1824.16 300.771
  69 1517.21 471409 -0.00115059 -0.000359016 -0.00265785 652.876 774.194 1421.5 299.566
  70 1537.54 491506 0.000528062 -0.00140587 0.000394801 -127.467 -500.656 -65.2471 299.694
  71 1557.86 470685 0.00325201 -0.000940675 0.00220805 2617.38 907.466 3206.68 299.516
  72 1578.19 470407 -0.000716567 -2.50632e-05 0.00347906 2713.61 3045.94 6701.63 299.846
  73 1598.51 485935 -0.000359077 0.00133013 0.00220013 252.028 -22.8411 -962.521 300.269
  74 1618.84 477258 0.000130639 -0.00120898 -0.000929055 -1148.58 560.734 -136.563 300.596
  75 1639.16 470400 0.00221781 0.00202447 0.00175254 126.486 376.472 393.475 300.219
  76 1659.49 473066 0.00226413 0.00213394 -0.00391767 1289.93 786.105 3569.68 300.095
  77 1679.81 490072 -0.00162715 0.000727808 -0.00149052 1405.9 1788.17 1318.06 300.68
  78 1700.14 470462 -9.09457e-06 -0.00147989 0.00198867 1183.44 969.925 2375.96 300.733
  79 1720.46 470461 0.000159627 -0.00255695 -0.00317765 -1909.1 -1472.88 -3011.36 301.4
  80 1740.79 489645 5.1031e-05 -0.00245684 -6.18175e-05 952.011 487.843 458.995 301.344
  81 1761.11 473494 -0.000863407 0.000736012 -0.00298703 -435.571 -1550.29 -2101.12 301.07
  82 1781.44 470400 -0.00146282 -0.000537728 0.000813896 1050.6 1865.47 3800.26 301.34
  83 1801.76 476836 0.00206808 -0.000350814 0.00262116 1862.08 972.996 3785.25 300.768
  84 1822.09 486347 -0.000358581 -0.000910325 0.00221365 1475.19 699.3 1839.66 299.993
  85 1842.41 470417 -0.0010281 0.00049747 0.00268599 845.877 -167.244 536.821 300.73
  86 1862.74 190944 -0.00298149 0.000625284 -0.00290141 260885 260667 -2045.74 299.109
17200 86 43672908
  1 137.979 517322 -0.00558289 0.00750344 7.49804 -4.28309e+06 -4.26635e+06 -6.73407e+06 4558.94
  2 158.304 578032 -0.0121301 0.0199229 7.49896 -8.48284e+06 -8.44918e+06 -1.0471e+07 5049.98
  3 178.629 579440 -0.0172524 0.00854602 7.4931 -8.55831e+06 -8.53832e+06 -1.04625e+07 5087.03
  4 198.954 579411 -0.00696738 -0.00179751 7.49364 -8.55964e+06 -8.57227e+06 -1.04661e+07 5137.76
  5 219.279 579131 -0.00246107 -0.0107992 7.49873 -8.54005e+06 -8.58545e+06 -1.04687e+07 5191.26
  6 239.604 578838 0.000742972 0.00945486 7.4904 -8.5391e+06 -8.52924e+06 -1.0465e+07 5218.34
  7 259.929 578278 -0.0149194 0.0255565 7.48182 -8.49299e+06 -8.51745e+06 -1.04467e+07 5233.02
  8 280.254 578651 -0.0545712 0.017905 7.48643 -8.51411e+06 -8.51329e+06 -1.04519e+07 5249.8
  9 300.579 577639 -0.0363659 0.00757268 7.48767 -8.43315e+06 -8.44595e+06 -1.04348e+07 5257.37
  10 320.904 578046 -0.00618272 0.0119181 7.47743 -8.42561e+06 -8.42349e+06 -1.0437e+07 5258.69
  11 341.229 577491 -0.00497909 -0.0144512 7.46521 -8.43512e+06 -8.40329e+06 -1.04199e+07 5249.29
  12 361.554 577062 -0.0297219 -0.0141582 7.43724 -8.35125e+06 -8.32589e+06 -1.04101e+07 5201.72
  13 381.879 576394 -0.00727202 -0.0457265 7.41502 -8.30119e+06 -8.22849e+06 -1.03996e+07 5141.5
  14 402.204 574032 0.0118364 -0.0456399 7.32408 -7.85932e+06 -7.90842e+06 -1.03613e+07 4979.33
  15 422.529 562989 0.0117488 0.0324646 7.00503 -6.40489e+06 -6.35527e+06 -1.02047e+07 4538.57
  16 442.854 549872 -0.000264682 0.0126227 6.60045 -4.59365e+06 -4.57391e+06 -1.00303e+07 3927.71
  17 463.179 545588 -0.00371466 0.00510388 6.46163 -3.99746e+06 -3.99668e+06 -9.96333e+06 3698.74
  18 483.504 544922 0.000508307 0.00148273 6.43807 -3.92958e+06 -3.92888e+06 -9.93677e+06 3654.21
  19 503.829 545039 -2.80231e-06 0.000642334 6.41726 -3.91354e+06 -3.91288e+06 -9.90039e+06 3625.53
  20 524.154 544487 0.000107686 0.00248201 6.41489 -3.91022e+06 -3.91193e+06 -9.89886e+06 3617.3
  21 544.479 544774 -0.00180874 -0.000508356 6.40967 -3.90936e+06 -3.90936e+06 -9.89347e+06 3607.18
  22 564.804 545144 0.00157872 0.00142557 6.41391 -3.90991e+06 -3.91064e+06 -9.89833e+06 3608.91
  23 585.129 545120 -0.00173517 0.00288482 6.40488 -3.90497e+06 -3.90547e+06 -9.88376e+06 3597.71
  24 605.454 543213 -5.73571e-05 -0.000657395 6.39912 -3.899e+06 -3.89878e+06 -9.86789e+06 3589.74
  25 625.779 545748 -0.00230926 -0.00082153 6.39244 -3.89629e+06 -3.89564e+06 -9.8594e+06 3583.63
  26 646.104 545780 0.000982373 0.00227812 6.37717 -3.88816e+06 -3.88895e+06 -9.83927e+06 3567.91
  27 666.429 541153 -0.00231328 -0.00014937 6.37403 -3.88704e+06 -3.88584e+06 -9.83643e+06 3565.74
  28 686.754 546446 0.00214043 7.52214e-05 6.37082 -3.88017e+06 -3.88149e+06 -9.83206e+06 3563.93
  29 707.079 547206 0.000242924 0.00167244 6.35617 -3.86749e+06 -3.86752e+06 -9.80223e+06 3549.99
  30 727.404 538858 0.00114627 0.00445785 6.32281 -3.8251e+06 -3.82492e+06 -9.7009e+06 3517.79
  31 747.729 540905 -0.000389081 -0.00175325 6.25569 -3.76221e+06 -3.76273e+06 -9.54256e+06 3458.03
  32 768.054 545484 0.00159784 0.00185238 6.1244 -3.67163e+06 -3.67201e+06 -9.29422e+06 3343.28
  33 788.379 541659 0.00341144 -0.000863667 5.92822 -3.53521e+06 -3.53598e+06 -8.92804e+06 3179.54
  34 808.704 537009 0.00084708 -0.000565364 5.73435 -3.39719e+06 -3.39731e+06 -8.562e+06 3024.13
  35 829.029 532662 0.00105143 -0.000502508 5.57431 -3.28911e+06 -3.29092e+06 -8.29267e+06 2910.39
  36 849.354 531696 0.00365482 -0.00203705 5.56942 -3.28323e+06 -3.28355e+06 -8.35646e+06 2940.97
  37 869.679 532261 -0.00265073 -0.000372159 5.47473 -3.23936e+06 -3.23965e+06 -8.32375e+06 2861.39
  38 890.004 532749 -0.00224232 -0.00255187 5.64063 -3.28258e+06 -3.28308e+06 -8.56958e+06 3063.9
  39 910.329 514752 0.00105633 -0.000464001 3.71372 -2.22377e+06 -2.224e+06 -5.79179e+06 1951.59
  40 930.654 514681 0.0012344 0.000211386 3.07005 -1.75182e+06 -1.75176e+06 -4.73538e+06 1883.15
  41 950.979 470400 0.000406348 -0.0026117 0.00886725 2934.77 4170.41 7404.92 299.806
  42 971.304 480109 0.00143552 -0.00100242 -0.00817245 -3376.94 -3284.15 -7718.89 300.539
  43 991.629 483089 -0.00311616 0.00225088 -0.00854871 -2074.9 -2867.48 -5807.4 300.166
  44 1011.95 470402 -0.000675991 -0.00153012 0.00295508 2315.72 3003.45 5880.31 300.237
  45 1032.28 471064 0.000122438 -0.00198777 0.00911347 6840.22 6672.06 15677.5 300.482
  46 1052.6 491700 -0.00264032 0.00234036 -0.0019313 -1876.63 -1998.46 -4399.06 300.339
  47 1072.93 470836 -0.00205261 -0.000456728 -0.00309022 -2627.61 -2721.37 -5179.95 300.189
  48 1093.25 470407 0.00120641 0.0031257 -0.0028238 -1475.15 -1008.06 -2931.62 300.616
  49 1113.58 485492 0.000247027 0.000364965 0.00389374 525.998 -338.421 -513.528 299.862
  50 1133.9 477701 -0.001496 0.00176532 0.00482928 2892.69 3671.12 6845.63 300.058
  51 1154.23 470400 0.00195255 -0.000568729 -0.00110005 817.235 1179.83 1817.56 300.46
  52 1174.55 473025 -1.83202e-05 -0.00103275 -0.0112743 -4963.35 -4074.19 -9316.04 300.04
  53 1194.88 490094 -0.00255543 -0.000688566 -0.00419695 -180.507 293.119 178.357 300.353
  54 1215.2 470481 0.000547081 -7.29401e-05 0.0254123 13847.6 13592.4 28538.1 300.18
  55 1235.53 470473 -0.00179009 -0.00213169 -0.0371986 -18374.4 -17859 -39046.4 299.873
  56 1255.85 488966 -0.00197347 0.00033765 0.021631 13262.5 12448.9 27151.7 299.656
  57 1276.18 474161 -0.000121178 0.00159795 -0.00289125 -633.337 -1031.02 -1764.21 300.525
  58 1296.5 470400 0.00144717 0.00157456 -0.00986231 -3720.75 -4102 -8668.78 299.809
  59 1316.83 476202 -0.00164249 0.00187919 0.00298237 896.877 1240.97 2025.77 300.898
  60 1337.15 486979 -0.000623335 -0.0018988 0.00545404 2961.94 3652.95 6259.13 300.385
  61 1357.48 470419 -0.00241923 -0.000559718 -8.5347e-05 -436.499 -326.663 -1211.09 299.956
  62 1377.8 470698 0.00273396 0.0016622 -0.0134391 -8010.14 -9154.75 -17719.1 300.319
  63 1398.13 491406 -0.000248782 -0.00155372 0.00746994 3714.84 3121.7 6511.19 300.66
  64 1418.45 471496 0.000307076 -0.000711904 0.00539949 2376.64 2814.74 5150.54 300.16
  65 1438.78 470402 -0.00147067 -0.000340403 -0.00321847 -482.979 -971.778 -1151.06 299.749
  66 1459.1 481337 -0.000753471 0.00249013 -0.00166978 1474.49 1325.84 2638.51 300.09
  67 1479.43 481860 4.44882e-05 0.00130659 -0.00292874 -1785.26 -1792.16 -3644.89 300.09
  68 1499.75 470401 -0.000210867 -0.000832078 0.000541084 156.465 87.0095 518.196 300.185
  69 1520.08 471379 -9.30361e-06 -0.000663688 0.00218133 3665.37 4248.8 7482.36 299.989
  70 1540.4 491545 0.00220688 -0.00145686 -0.00434673 -678.709 -1830.13 -1824.37 300.22
  71 1560.73 470676 0.00142463 0.00032836 0.00701307 2976.04 2034.51 4366.73 299.862
  72 1581.05 470407 -0.00205368 -0.00140244 -0.00286842 -294.637 -427.385 -372.544 300.478
  73 1601.38 485946 0.00081932 0.00283115 0.00287695 2656.78 3464.07 4620.55 300.075
  74 1621.7 477247 -0.000251547 -0.00156632 -0.000395918 -2316.67 -1689.66 -3426.19 299.703
  75 1642.03 470400 0.00213861 0.00126906 0.00431528 830.627 1084.66 2635.22 300.238
  76 1662.35 473559 -2.99299e-05 0.00348811 -0.00679111 -233.31 -57.9415 -857.055 300.668
  77 1682.68 489598 0.000547616 -0.000902359 0.00392381 1771.94 2079.31 4949.28 300.725
  78 1703 470443 0.000182039 -0.00129043 -0.0037893 -656.256 -856.755 -3399.96 300.348
  79 1723.33 470468 0.00226105 -0.00192428 -0.00104363 263.473 139.75 611.884 301.642
  80 1743.65 489721 -0.00158923 -0.00185461 -0.00173769 -81.8846 -366.221 -902.224 301.411
  81 1763.98 473411 -0.00220974 0.00016206 -0.000375614 1412.99 1648.89 4438.98 300.754
  82 1784.3 470400 -6.76294e-05 -0.000876487 0.00271117 1149.89 970.909 2757.88 301.473
  83 1804.63 476848 0.00303275 0.00130934 0.000272288 1711.57 1084.49 2598.86 300.965
  84 1824.95 486340 -0.00200174 -0.00157958 0.00188024 1428.48 931.42 2799.28 300.962
  85 1845.28 470412 -0.00192564 -0.000191683 -0.00011993 -1200.39 -1985.94 2397.4 300.29
  86 1865.6 123744 0.00108391 0.00179199 0.00240195 405871 407074 -18257 299.605
17600 86 43672908
  1 140.949 516340 0.00352148 0.00836183 7.4994 -4.27706e+06 -4.26119e+06 -6.72708e+06 4562.38
  2 161.274 578261 -0.00830085 0.0246296 7.49815 -8.48712e+06 -8.45411e+06 -1.04735e+07 5052.86
  3 181.599 579444 -0.0187899 0.0154105 7.49439 -8.56503e+06 -8.54389e+06 -1.04679e+07 5091.63
  4 201.924 579179 -0.00642425 -0.00742014 7.49715 -8.55558e+06 -8.57002e+06 -1.04558e+07 5143.81
  5 222.249 579284 0.00409217 -0.00776663 7.49316 -8.54354e+06 -8.58874e+06 -1.04623e+07 5186.65
  6 242.574 578757 0.00441403 0.0144476 7.4984 -8.53986e+06 -8.53328e+06 -1.04696e+07 5227.21
  7 262.899 578484 -0.0318147 0.0182868 7.49673 -8.50988e+06 -8.52735e+06 -1.04593e+07 5252.07
  8 283.224 578569 -0.0403818 0.021621 7.49068 -8.50934e+06 -8.50445e+06 -1.0431e+07 5257.82
  9 303.549 577945 -0.0314471 0.0090934 7.49066 -8.44565e+06 -8.47153e+06 -1.04422e+07 5264.97
  10 323.874 577902 -0.0090368 0.00626846 7.47872 -8.43576e+06 -8.43691e+06 -1.0434e+07 5264.16
  11 344.199 577806 -0.0260113 -0.00676785 7.4689 -8.4598e+06 -8.42791e+06 -1.04326e+07 5258.52
  12 364.524 577342 -0.0241871 -0.0237533 7.44749 -8.38962e+06 -8.36679e+06 -1.04222e+07 5218.2
  13 384.849 577021 -0.000723406 -0.0542079 7.41392 -8.35558e+06 -8.28617e+06 -1.04104e+07 5155.91
  14 405.174 574964 0.0123699 -0.0326618 7.37294 -8.03558e+06 -8.08019e+06 -1.03965e+07 5048.16
  15 425.499 567687 0.00844362 0.0327146 7.15616 -7.06687e+06 -7.00784e+06 -1.02971e+07 4740.73
  16 445.824 553530 -0.00429191 0.00818003 6.70553 -5.02042e+06 -5.01221e+06 -1.00991e+07 4085.47
  17 466.149 546022 0.00252726 0.00261733 6.49374 -4.07843e+06 -4.07745e+06 -1.00032e+07 3744.22
  18 486.474 545310 0.000213873 0.00588708 6.45276 -3.94439e+06 -3.94276e+06 -9.96471e+06 3671.59
  19 506.799 544865 0.00151815 0.00177939 6.43483 -3.92818e+06 -3.92692e+06 -9.9408e+06 3642.53
  20 527.124 545048 -0.00136804 0.00312675 6.41676 -3.91375e+06 -3.91458e+06 -9.90581e+06 3618.5
  21 547.449 544892 -0.00135369 -0.00176462 6.41385 -3.91059e+06 -3.91023e+06 -9.89997e+06 3611.85
  22 567.774 544338 0.00118067 0.000222049 6.41087 -3.90814e+06 -3.90937e+06 -9.89392e+06 3606.26
  23 588.099 544844 -0.00169307 0.00215466 6.41634 -3.9099e+06 -3.90939e+06 -9.89998e+06 3607.26
  24 608.424 545826 -0.00129568 0.000525933 6.40444 -3.90488e+06 -3.90519e+06 -9.88613e+06 3593.96
  25 628.749 543827 -0.00142063 -0.000844472 6.39605 -3.90102e+06 -3.90139e+06 -9.87164e+06 3583.68
  26 649.074 543556 -3.57156e-05 0.00140365 6.38871 -3.89733e+06 -3.89769e+06 -9.8623e+06 3576.1
  27 669.399 547407 -0.000705118 -0.000911876 6.37737 -3.88688e+06 -3.88694e+06 -9.8393e+06 3565.54
  28 689.724 542675 0.00152087 0.00232509 6.37548 -3.88236e+06 -3.88234e+06 -9.83249e+06 3562.67
  29 710.049 542045 0.00138786 0.0017437 6.38782 -3.86938e+06 -3.86926e+06 -9.81394e+06 3574.63
  30 730.374 548665 5.8469e-05 0.00153745 6.38044 -3.84743e+06 -3.84715e+06 -9.77166e+06 3567.62
  31 750.699 543059 -0.000363665 0.00160049 6.34226 -3.81372e+06 -3.81361e+06 -9.69122e+06 3531.11
  32 771.024 538071 0.00202124 -0.00105943 6.26399 -3.75578e+06 -3.7561e+06 -9.54368e+06 3463.61
  33 791.349 539833 0.00388405 0.000674889 6.1428 -3.66395e+06 -3.66394e+06 -9.30054e+06 3359.09
  34 811.674 540827 0.0010292 -0.000779692 5.94187 -3.52723e+06 -3.52763e+06 -8.92879e+06 3188.62
  35 831.999 536721 -0.000405372 -0.000761978 5.73422 -3.39462e+06 -3.39589e+06 -8.55393e+06 3028.63
  36 852.324 533132 0.00332102 -0.0013664 5.53485 -3.29476e+06 -3.29562e+06 -8.28602e+06 2898.3
  37 872.649 533781 -5.20779e-05 0.000207903 5.46585 -3.24271e+06 -3.24265e+06 -8.2521e+06 2838.74
  38 892.974 536720 -0.00257889 -0.00223818 5.48615 -3.25785e+06 -3.25901e+06 -8.34301e+06 2855.59
  39 913.299 536003 -0.00162995 -0.0017786 5.09629 -2.9816e+06 -2.98227e+06 -7.76748e+06 2718.16
  40 933.624 515136 0.00199474 0.000818988 4.0281 -2.38612e+06 -2.38537e+06 -6.25329e+06 2112.92
  41 953.949 492537 0.00112148 -0.00367867 2.50946 -1.41125e+06 -1.4106e+06 -3.84128e+06 1675.43
  42 974.274 490881 0.000207406 -0.0006432 -0.00631891 -5809.43 -5376.21 -12138.9 300.425
  43 994.599 472228 -0.00255096 0.00296168 0.00289668 5535.32 5592.16 11827.1 299.951
  44 1014.92 470400 -0.000259538 -0.00375218 0.00865547 6277.12 5368.57 12677.6 301.094
  45 1035.25 478490 0.000611491 0.000368869 -0.00630552 -3159.15 -2667.65 -5809.66 300.219
  46 1055.57 484705 -0.00464937 0.00182344 -0.0031804 -1128.76 -1202.58 -3023.41 300.329
  47 1075.9 470405 0.000475635 0.000274899 -0.0026288 -1461.43 -1650.22 -3318.83 300.047
  48 1096.22 470936 0.000854008 0.00165085 0.00048102 415.927 -939.288 -340.95 300.158
  49 1116.55 491656 -0.00226644 0.00153259 0.00593554 2685.64 3181.89 5345.6 299.424
  50 1136.87 471008 0.00132212 0.000928976 0.00562009 779.789 1095.69 1765.6 299.898
  51 1157.2 470402 0.00090143 -0.000370729 -0.00582174 -2176.79 -1235.31 -3723.3 300.325
  52 1177.52 484549 -0.00198328 -0.0011382 -0.0121563 -4038.43 -3654.27 -8243.83 300.236
  53 1197.85 478649 6.35903e-05 -0.000325849 0.0239668 12433.8 12683.7 26590 300.316
  54 1218.17 470400 -0.000332444 0.000708811 -0.0286264 -12854.9 -12288.4 -28206.5 300.412
  55 1238.5 472090 -0.00220587 -0.00210984 0.0158931 9274.88 9245.96 20520.8 299.401
  56 1258.82 490946 0.000447104 0.00201708 -0.00536193 -408.719 -972.487 -1674.63 300
  57 1279.15 470564 -0.00132 -0.000765617 -0.00610287 -2628.73 -3640.9 -7204.06 300.176
  58 1299.47 470433 0.00132328 0.000784043 -0.00353453 -427.398 -447.635 -1171.51 300.201
  59 1319.8 488372 -0.000398586 0.0014096 0.00462644 2184.03 2735.19 5137.25 300.719
  60 1340.12 474795 -0.00294801 0.00019627 0.00371619 3241.55 3101.01 6808.37 300.3
  61 1360.45 470400 0.000279034 -0.00012773 -0.00944916 -4719.77 -4963.11 -10692.7 301.034
  62 1380.77 475761 0.000696801 0.00058311 -0.00445938 -2780.83 -4108.88 -7383.27 299.818
  63 1401.1 487419 0.00040652 -0.00248803 0.0163672 7124.65 6267.64 13009.6 301.136
  64 1421.42 470420 0.00070238 -0.000711349 -0.00589554 -3298.42 -2962.08 -6779.58 299.899
  65 1441.75 470558 -0.00282179 0.00136141 -0.0020105 9.50114 477.99 555.402 300.047
  66 1462.07 490998 -0.00155521 0.000735916 0.00450105 3039.62 2197.06 4730.15 299.832
  67 1482.4 472044 0.00255557 0.0011744 -0.00243286 625.415 542.116 1601.64 301.072
  68 1502.72 470400 -0.00223003 -3.71519e-05 0.000546322 -256.277 27.7525 -26.7114 300.128
  69 1523.05 479851 0.0018923 -0.00219574 0.000731966 450.281 361.509 67.9573 299.957
  70 1543.37 483346 0.00310777 -0.000264833 0.00130113 3890.29 3079.14 7633.38 300.181
  71 1563.7 470403 -0.000851294 -0.000214594 0.00150031 805.317 118.137 1425.04 299.775
  72 1584.02 471126 -0.00136882 0.000293804 -0.00505482 -313.094 -793.396 -2006.15 300.018
  73 1604.35 491623 -0.000961833 0.00258654 0.00353687 328.392 1584.57 2215.54 299.877
  74 1624.67 470851 -6.35471e-05 -0.00210196 -0.00018944 1101.4 485.814 865.19 300.284
  75 1645 470404 0.00396388 0.00155224 -0.000100832 -830.662 -100.972 -2307.76 300.429
  76 1665.32 484920 9.2898e-05 0.00380217 0.00106744 -1327.89 -520.721 -480.64 300.683
  77 1685.65 478276 0.000612835 -0.00155008 -0.00238607 1321.43 1603.11 2983.48 300.289
  78 1705.97 470400 -0.000500095 -0.00181355 -0.00208902 956.08 590.694 832.298 300.109
  79 1726.3 472661 0.000712893 -0.00258208 -0.00195807 -1327.04 -1424.4 -2788.6 301.162
  80 1746.62 490424 0.000789723 -0.000725411 0.000333742 2346.74 2202.44 5083.33 301.372
  81 1766.95 470515 -0.00153785 0.000539048 0.00179324 578.452 960.989 2827.37 301.009
  82 1787.27 470435 -0.000330772 -0.000721286 0.000847133 2531.96 761.755 3391.24 300.861
  83 1807.6 488615 0.00109903 0.000407824 0.00151999 1664.01 1075.93 2180.68 300.433
  84 1827.92 474550 0.000644013 -0.00116616 -0.00115711 -535.052 -777.162 -744.589 300.753
  85 1848.25 470541 -0.00383054 0.000947413 0.000998178 24502 23549 12719.3 300.434
  86 1868.57 56403 -0.00211848 -0.00685223 -0.00245895 691952 692721 -91754.7 299.514
18000 85 43672908
  1 144.009 518447 0.00370032 0.00574117 7.49729 -4.29928e+06 -4.28247e+06 -6.74457e+06 4564.06
  2 164.334 577928 -0.00300752 0.029522 7.4956 -8.49022e+06 -8.45356e+06 -1.04719e+07 5055.77
  3 184.659 579434 -0.0171566 0.0211311 7.50432 -8.56205e+06 -8.54332e+06 -1.04624e+07 5103.6
  4 204.984 579314 -0.0080927 -0.0137829 7.49509 -8.56614e+06 -8.58195e+06 -1.04615e+07 5145.1
  5 225.309 579035 0.00862529 -0.0043526 7.49491 -8.54215e+06 -8.58558e+06 -1.0455e+07 5190.93
  6 245.634 578829 0.00697245 0.0198548 7.5001 -8.53889e+06 -8.52524e+06 -1.04563e+07 5231.38
  7 265.959 578540 -0.0399802 0.0136048 7.50849 -8.51523e+06 -8.52598e+06 -1.04547e+07 5266.08
  8 286.284 578630 -0.0321457 0.0194976 7.50126 -8.52541e+06 -8.52071e+06 -1.04494e+07 5273.06
  9 306.609 577971 -0.0181284 0.0160549 7.48652 -8.44799e+06 -8.48063e+06 -1.0433e+07 5265.74
